Protein	Entry	Protein.description	Gene.names	Gene	Mitochondrion	Annotation..general.	AgingAnnotation..elife.paper.	ENSG	name	type	description	r_CTR_lower	r_CTR	r_CTR_upper	r_PAD_lower	r_PAD	r_PAD_upper	diff	r_CTR_pval	r_PAD_pval	group
CATS_HUMAN	P25774	Cathepsin S (EC 3.4.22.27)	CTSS	CTSS	FALSE	NA	NA	ENSG00000163131	CTSS	protein_coding	cathepsin S [Source:HGNC Symbol;Acc:HGNC:2545]	-0.7226273141	-0.1706394163	 0.5142359090	-0.4411816457	 2.609240e-01	 7.648906e-01	 0	6.374066e-01	0.4665259845	
CAV2_HUMAN	P51636	Caveolin-2	CAV2	CAV2	FALSE	NA	NA	ENSG00000105971	CAV2	protein_coding	caveolin 2 [Source:HGNC Symbol;Acc:HGNC:1528]	-0.4252784229	 0.0358572424	 0.4822128760	-0.4337725428	 1.082640e-02	 4.511856e-01	 0	8.841320e-01	0.9638676642	
CAVN1_HUMAN	Q6NZI2	Caveolae-associated protein 1 (Cavin-1) (Polymerase I and transcript release factor)	CAVIN1 PTRF FKSG13	CAVIN1	TRUE	NA	NA	ENSG00000177469	PTRF	protein_coding	caveolae associated protein 1 [Source:HGNC Symbol;Acc:HGNC:9688]	-0.2865685357	 0.0968643667	 0.4535509349	-0.3645892377	-1.176962e-02	 3.440052e-01	 0	6.238897e-01	0.9498942468	
CAVN2_HUMAN	O95810	Caveolae-associated protein 2 (Cavin-2) (PS-p68) (Phosphatidylserine-binding protein) (Serum deprivation-response protein)	CAVIN2 SDPR	CAVIN2	FALSE	NA	NA	ENSG00000168497	SDPR	protein_coding	caveolae associated protein 2 [Source:HGNC Symbol;Acc:HGNC:10690]	-0.2790823057	 0.1049186674	 0.4599903173	-0.5382146140	-2.272050e-01	 1.382667e-01	 0	5.951860e-01	0.2189998204	
CAVN3_HUMAN	Q969G5	Caveolae-associated protein 3 (Cavin-3) (Protein kinase C delta-binding protein) (Serum deprivation response factor-related gene product that binds to C-kinase) (hSRBC)	CAVIN3 PRKCDBP SRBC	CAVIN3	FALSE	NA	NA	ENSG00000170955	PRKCDBP	protein_coding	caveolae associated protein 3 [Source:HGNC Symbol;Acc:HGNC:9400]	-0.5347553825	-0.2019730702	 0.1850474607	-0.4383875495	-9.950425e-02	 2.641493e-01	 0	3.026882e-01	0.5943284110	
CAVN4_HUMAN	Q5BKX8	Caveolae-associated protein 4 (Muscle-related coiled-coil protein) (Muscle-restricted coiled-coil protein)	CAVIN4 MURC	CAVIN4	FALSE	NA	NA	ENSG00000170681	MURC	protein_coding	caveolae associated protein 4 [Source:HGNC Symbol;Acc:HGNC:33742]	-0.2984535488	 0.0839735049	 0.4431666527	-0.5954615386	-3.056022e-01	 5.465647e-02	-1	6.709540e-01	0.0945505825	
CBPC1_HUMAN	Q9UPW5	Cytosolic carboxypeptidase 1 (EC 3.4.17.-) (ATP/GTP-binding protein 1) (Nervous system nuclear protein induced by axotomy protein 1 homolog)	AGTPBP1 CCP1 KIAA1035 NNA1	AGTPBP1	TRUE	NA	NA	ENSG00000135049	AGTPBP1	protein_coding	ATP/GTP binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17258]	-0.4333891490	-0.0719447937	 0.3094377354	-0.5885194074	-2.958812e-01	 6.530577e-02	 0	7.159989e-01	0.1060684636	
CBPM_HUMAN	P14384	Carboxypeptidase M (CPM) (EC 3.4.17.12)	CPM	CPM	FALSE	NA	NA	ENSG00000135678	CPM	protein_coding	carboxypeptidase M [Source:HGNC Symbol;Acc:HGNC:2311]	-0.2879800493	 0.2863531598	 0.7091841099	-0.3552456506	 1.919477e-01	 6.411661e-01	 0	3.209375e-01	0.4931344308	
CBPQ_HUMAN	Q9Y646	Carboxypeptidase Q (EC 3.4.17.-) (Lysosomal dipeptidase) (Plasma glutamate carboxypeptidase)	CPQ LCH1 PGCP	CPQ	FALSE	NA	NA	ENSG00000104324	CPQ	protein_coding	carboxypeptidase Q [Source:HGNC Symbol;Acc:HGNC:16910]	-0.3229186743	 0.2774274803	 0.7185728415	-0.6998272792	-3.125471e-01	 2.167377e-01	 0	3.587822e-01	0.2385597913	
CBX5_HUMAN	P45973	Chromobox protein homolog 5 (Antigen p25) (Heterochromatin protein 1 homolog alpha) (HP1 alpha)	CBX5 HP1A	CBX5	FALSE	NA	NA	ENSG00000094916	CBX5	protein_coding	chromobox 5 [Source:HGNC Symbol;Acc:HGNC:1555]	-0.7363573779	-0.1413699434	 0.5769166506	 0.0933398067	 6.828364e-01	 9.178499e-01	 1	7.167569e-01	0.0295468764	PAD_pos_CTR_ns
CC033_HUMAN	Q6P1S2	Protein C3orf33 (Protein AC3-33)	C3orf33 MSTP052	C3orf33	FALSE	NA	NA	ENSG00000174928	C3orf33	protein_coding	chromosome 3 open reading frame 33 [Source:HGNC Symbol;Acc:HGNC:26434]	-0.9250788018	-0.2328860200	 0.8173113361	-0.9078923784	-1.287755e-01	 8.500712e-01	 0	7.061829e-01	0.8364921799	
CC038_HUMAN	Q5JPI3	Uncharacterized protein C3orf38	C3orf38	C3orf38	FALSE	NA	NA	ENSG00000179021	C3orf38	protein_coding	chromosome 3 open reading frame 38 [Source:HGNC Symbol;Acc:HGNC:28384]	 0.0343007350	 0.9636210911	 0.9992650475	-0.8000028229	 2.796328e-01	 9.319719e-01	 0	3.637891e-02	0.6486565043	
CC125_HUMAN	Q86Z20	Coiled-coil domain-containing protein 125 (Protein kenae)	CCDC125 KENAE	CCDC125	FALSE	NA	NA	ENSG00000183323	CCDC125	protein_coding	coiled-coil domain containing 125 [Source:HGNC Symbol;Acc:HGNC:28924]	-0.9400549626	-0.3386952007	 0.7752228573	-0.9766316050	-6.820722e-01	 5.027093e-01	 0	5.771528e-01	0.2046189934	
CC150_HUMAN	Q8NCX0	Coiled-coil domain-containing protein 150	CCDC150	CCDC150	FALSE	NA	NA	ENSG00000144395	CCDC150	protein_coding	coiled-coil domain containing 150 [Source:HGNC Symbol;Acc:HGNC:26834]	-0.8642242487	 0.0759593978	 0.8980422417	-0.9330251575	-2.870592e-01	 7.970771e-01	 0	9.033786e-01	0.6395884915	
CC167_HUMAN	Q9P0B6	Coiled-coil domain-containing protein 167	CCDC167 C6orf129 HSPC265	CCDC167	FALSE	NA	NA	ENSG00000198937	CCDC167	protein_coding	coiled-coil domain containing 167 [Source:HGNC Symbol;Acc:HGNC:21239]	-0.3011463820	 0.4053354430	 0.8245328372	-0.3229258047	 3.849745e-01	 8.166524e-01	 0	2.452072e-01	0.2719699733	
CC186_HUMAN	Q7Z3E2	Coiled-coil domain-containing protein 186 (CTCL tumor antigen HD-CL-01/L14-2)	CCDC186 C10orf118	CCDC186	FALSE	NA	NA	ENSG00000165813	CCDC186	protein_coding	coiled-coil domain containing 186 [Source:HGNC Symbol;Acc:HGNC:24349]	-0.9904142841	-0.6093884789	 0.8488479798	-0.8631665289	 8.009781e-02	 8.988450e-01	 0	3.906115e-01	0.8981254487	
CC90B_HUMAN	Q9GZT6	Coiled-coil domain-containing protein 90B, mitochondrial	CCDC90B CUA003 MDS011 MDS025	CCDC90B	TRUE	NA	NA	ENSG00000137500	CCDC90B	protein_coding	coiled-coil domain containing 90B [Source:HGNC Symbol;Acc:HGNC:28108]	-0.7025711570	-0.0720827278	 0.6218058877	-0.8477252785	-4.677727e-01	 2.294240e-01	 0	8.537886e-01	0.1727828539	
CCD18_HUMAN	Q5T9S5	Coiled-coil domain-containing protein 18 (Sarcoma antigen NY-SAR-24)	CCDC18	CCDC18	FALSE	NA	NA	ENSG00000122483	CCDC18	protein_coding	coiled-coil domain containing 18 [Source:HGNC Symbol;Acc:HGNC:30370]	-0.9410764001	-0.3465119793	 0.7716645609	-0.8676179994	 6.245871e-02	 8.953848e-01	 0	5.678026e-01	0.9205268389	
CCD62_HUMAN	Q6P9F0	Coiled-coil domain-containing protein 62 (Protein TSP-NY) (Protein aaa)	CCDC62	CCDC62	FALSE	NA	NA	ENSG00000130783	CCDC62	protein_coding	coiled-coil domain containing 62 [Source:HGNC Symbol;Acc:HGNC:30723]	-0.3859415416	 0.9142695319	 0.9982242850	-0.5923722560	 4.221232e-01	 9.188917e-01	 0	8.573047e-02	0.4044237840	
CCD82_HUMAN	Q8N4S0	Coiled-coil domain-containing protein 82	CCDC82 HT025	CCDC82	FALSE	NA	NA	ENSG00000149231	CCDC82	protein_coding	coiled-coil domain containing 82 [Source:HGNC Symbol;Acc:HGNC:26282]	-0.3438489717	 0.9218959707	 0.9983885367	-0.8882476366	-2.764869e-02	 8.759861e-01	 0	7.810403e-02	0.9648010845	
CCD91_HUMAN	Q7Z6B0	Coiled-coil domain-containing protein 91 (GGA-binding partner) (p56 accessory protein)	CCDC91 GGABP HSD8	CCDC91	FALSE	NA	NA	ENSG00000123106	CCDC91	protein_coding	coiled-coil domain containing 91 [Source:HGNC Symbol;Acc:HGNC:24855]	-0.4864144037	 0.0595282360	 0.5720401580	-0.8356237922	-5.653747e-01	-7.476543e-02	-1	8.398029e-01	0.0280611784	CTR_ns_PAD_neg
CCDB1_HUMAN	O95273	Cyclin-D1-binding protein 1 (Grap2 and cyclin-D-interacting protein) (Human homolog of Maid)	CCNDBP1 DIP1 GCIP HHM	CCNDBP1	FALSE	NA	NA	ENSG00000166946	CCNDBP1	protein_coding	cyclin D1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:1587]	-0.9218939558	-0.2123162177	 0.8243709351	-0.8989039014	-8.040253e-02	 8.630883e-01	 0	7.317155e-01	0.8977387256	
CCNH_HUMAN	P51946	Cyclin-H (MO15-associated protein) (p34) (p37)	CCNH	CCNH	FALSE	NA	NA	ENSG00000134480	CCNH	protein_coding	cyclin H [Source:HGNC Symbol;Acc:HGNC:1594]	-0.6910510166	 0.4899079017	 0.9580688887	-0.9751799848	-6.654200e-01	 5.251507e-01	 0	4.021675e-01	0.2202859884	
CCNY_HUMAN	Q8ND76	Cyclin-Y (Cyc-Y) (Cyclin box protein 1) (Cyclin fold protein 1) (cyclin-X)	CCNY C10orf9 CBCP1 CFP1	CCNY	FALSE	NA	NA	ENSG00000108100	CCNY	protein_coding	cyclin Y [Source:HGNC Symbol;Acc:HGNC:23354]	 0.0875992789	 0.9002862677	 0.9934572233	-0.9152968663	-1.716185e-01	 8.374487e-01	-1	3.722730e-02	0.7825659276	CTR_pos_PAD_ns
CCSE2_HUMAN	Q9H7U1	Serine-rich coiled-coil domain-containing protein 2 (Coiled-coil serine-rich protein 2) (Protein GCAP14 homolog)	CCSER2 FAM190B KIAA1128 NPD012	CCSER2	FALSE	NA	NA	ENSG00000107771	CCSER2	protein_coding	coiled-coil serine rich protein 2 [Source:HGNC Symbol;Acc:HGNC:29197]	-0.7454728253	 0.3996373251	 0.9477424633	-0.9846609663	-7.800497e-01	 3.278401e-01	-1	5.050548e-01	0.1196592397	
CCZ1B_HUMAN	P86790	Vacuolar fusion protein CCZ1 homolog B (Vacuolar fusion protein CCZ1 homolog-like)	CCZ1B C7orf28B	CCZ1B	FALSE	NA	NA	ENSG00000146574	CCZ1B	protein_coding	CCZ1 homolog B, vacuolar protein trafficking and biogenesis associated [Source:HGNC Symbol;Acc:HGNC:21717]	-0.5070674282	-0.1303295385	 0.2882202066	-0.3088792700	 9.824182e-02	 4.749365e-01	 0	5.438540e-01	0.6403610967	
CD054_HUMAN	D6RIA3	Uncharacterized protein C4orf54 (Familial obliterative portal venopathy)	C4orf54 FOPV	C4orf54	FALSE	NA	NA	ENSG00000248713	RP11-766F14.2	protein_coding	chromosome 4 open reading frame 54 [Source:HGNC Symbol;Acc:HGNC:27741]	 0.1309773527	 0.4805713413	 0.7238662348	-0.4417572351	-1.036401e-01	 2.602576e-01	-1	9.639146e-03	0.5790119890	CTR_pos_PAD_ns
CD11B_HUMAN	P21127	Cyclin-dependent kinase 11B (EC 2.7.11.22) (Cell division cycle 2-like protein kinase 1) (CLK-1) (Cell division protein kinase 11B) (Galactosyltransferase-associated protein kinase p58/GTA) (PITSLRE serine/threonine-protein kinase CDC2L1) (p58 CLK-1)	CDK11B CDC2L1 CDK11 PITSLREA PK58	CDK11B	FALSE	NA	NA	ENSG00000248333	CDK11B	protein_coding	cyclin dependent kinase 11B [Source:HGNC Symbol;Acc:HGNC:1729]	-0.8760632955	-0.5068101382	 0.2371234313	-0.4739295752	 1.759748e-01	 7.017691e-01	 0	1.637890e-01	0.6047557776	
CD123_HUMAN	O75794	Cell division cycle protein 123 homolog (Protein D123) (HT-1080) (PZ32)	CDC123 C10orf7 D123	CDC123	FALSE	NA	NA	ENSG00000151465	CDC123	protein_coding	cell division cycle 123 [Source:HGNC Symbol;Acc:HGNC:16827]	-0.0474181670	 0.4956309683	 0.8125364373	-0.8208514933	-5.325008e-01	-2.782929e-02	-1	7.150271e-02	0.0409969318	CTR_ns_PAD_neg
CD276_HUMAN	Q5ZPR3	CD276 antigen (4Ig-B7-H3) (B7 homolog 3) (B7-H3) (Costimulatory molecule) (CD antigen CD276)	CD276 B7H3 PSEC0249 UNQ309/PRO352	CD276	FALSE	NA	NA	ENSG00000103855	CD276	protein_coding	CD276 molecule [Source:HGNC Symbol;Acc:HGNC:19137]	-0.7137396032	-0.0943323864	 0.6078713593	-0.5974312941	 5.160767e-02	 6.597949e-01	 0	8.092470e-01	0.8874084203	
CD2B2_HUMAN	O95400	CD2 antigen cytoplasmic tail-binding protein 2 (CD2 cytoplasmic domain-binding protein 2) (CD2 tail-binding protein 2) (U5 snRNP 52K protein) (U5-52K)	CD2BP2 KIAA1178	CD2BP2	FALSE	NA	NA	ENSG00000169217	CD2BP2	protein_coding	CD2 cytoplasmic tail binding protein 2 [Source:HGNC Symbol;Acc:HGNC:1656]	-0.4647213632	 0.2331143935	 0.7523190941	 0.0889729937	 6.804790e-01	 9.171533e-01	 0	5.168816e-01	0.0303380397	
CD302_HUMAN	Q8IX05	CD302 antigen (C-type lectin BIMLEC) (C-type lectin domain family 13 member A) (DEC205-associated C-type lectin 1) (Type I transmembrane C-type lectin receptor DCL-1) (CD antigen CD302)	CD302 CLEC13A DCL1 KIAA0022	CD302	FALSE	NA	NA	ENSG00000241399	CD302	protein_coding	CD302 molecule [Source:HGNC Symbol;Acc:HGNC:30843]	-0.2055422990	 0.5310736755	 0.8835643842	 0.0764918825	 6.736732e-01	 9.151341e-01	 0	1.412291e-01	0.0327029261	
CD63_HUMAN	P08962	CD63 antigen (Granulophysin) (Lysosomal-associated membrane protein 3) (LAMP-3) (Melanoma-associated antigen ME491) (OMA81H) (Ocular melanoma-associated antigen) (Tetraspanin-30) (Tspan-30) (CD antigen CD63)	CD63 MLA1 TSPAN30	CD63	FALSE	NA	NA	ENSG00000135404	CD63	protein_coding	CD63 molecule [Source:HGNC Symbol;Acc:HGNC:1692]	-0.8160186614	-0.3833552136	 0.3246263095	-0.6611734364	-5.404611e-02	 5.958565e-01	 0	2.741639e-01	0.8821188682	
CD82_HUMAN	P27701	CD82 antigen (C33 antigen) (IA4) (Inducible membrane protein R2) (Metastasis suppressor Kangai-1) (Suppressor of tumorigenicity 6 protein) (Tetraspanin-27) (Tspan-27) (CD antigen CD82)	CD82 KAI1 SAR2 ST6 TSPAN27	CD82	FALSE	NA	NA	ENSG00000085117	CD82	protein_coding	CD82 molecule [Source:HGNC Symbol;Acc:HGNC:6210]	-0.5726960941	 0.0890347643	 0.6805124685	-0.7408494523	-2.084620e-01	 4.847952e-01	 0	8.067731e-01	0.5632946738	
CD97_HUMAN	P48960	Adhesion G protein-coupled receptor E5 (Leukocyte antigen CD97) (CD antigen CD97) [Cleaved into: Adhesion G protein-coupled receptor E5 subunit alpha; Adhesion G protein-coupled receptor E5 subunit beta]	ADGRE5 CD97	ADGRE5	FALSE	NA	NA	ENSG00000123146	ADGRE5	protein_coding	adhesion G protein-coupled receptor E5 [Source:HGNC Symbol;Acc:HGNC:1711]	-0.5488291994	 0.6464637510	 0.9734944441	-0.8995537350	-8.377504e-02	 8.622197e-01	 0	2.385032e-01	0.8934592085	
CDC16_HUMAN	Q13042	Cell division cycle protein 16 homolog (Anaphase-promoting complex subunit 6) (APC6) (CDC16 homolog) (CDC16Hs) (Cyclosome subunit 6)	CDC16 ANAPC6	CDC16	FALSE	NA	NA	ENSG00000130177	CDC16	protein_coding	cell division cycle 16 [Source:HGNC Symbol;Acc:HGNC:1720]	-0.7314458170	 0.4252421844	 0.9507930275	-0.9451195755	-3.782854e-01	 7.564426e-01	 0	4.753569e-01	0.5300995074	
CDC27_HUMAN	P30260	Cell division cycle protein 27 homolog (Anaphase-promoting complex subunit 3) (APC3) (CDC27 homolog) (CDC27Hs) (H-NUC)	CDC27 ANAPC3 D0S1430E D17S978E	CDC27	FALSE	NA	NA	ENSG00000004897	CDC27	protein_coding	cell division cycle 27 [Source:HGNC Symbol;Acc:HGNC:1728]	-0.9712265613	-0.6215797952	 0.5772498763	-0.7042964384	 4.700455e-01	 9.558965e-01	 0	2.630026e-01	0.4243529298	
CDK13_HUMAN	Q14004	Cyclin-dependent kinase 13 (EC 2.7.11.22) (EC 2.7.11.23) (CDC2-related protein kinase 5) (Cell division cycle 2-like protein kinase 5) (Cell division protein kinase 13) (hCDK13) (Cholinesterase-related cell division controller)	CDK13 CDC2L CDC2L5 CHED KIAA1791	CDK13	FALSE	NA	NA	ENSG00000065883	CDK13	protein_coding	cyclin dependent kinase 13 [Source:HGNC Symbol;Acc:HGNC:1733]	-0.8659601201	 0.0690967227	 0.8966988458	-0.7426708424	 4.048990e-01	 9.483776e-01	 0	9.120934e-01	0.4989214468	
CDK3_HUMAN	Q00526	Cyclin-dependent kinase 3 (EC 2.7.11.22) (Cell division protein kinase 3)	CDK3 CDKN3	CDK3	FALSE	NA	NA	ENSG00000250506	CDK3	protein_coding	cyclin dependent kinase 3 [Source:HGNC Symbol;Acc:HGNC:1772]	-0.7495335357	-0.0950791111	 0.6533693520	-0.7775929022	-3.330911e-01	 3.334020e-01	 0	8.227982e-01	0.3168510197	
CDK6_HUMAN	Q00534	Cyclin-dependent kinase 6 (EC 2.7.11.22) (Cell division protein kinase 6) (Serine/threonine-protein kinase PLSTIRE)	CDK6 CDKN6	CDK6	FALSE	NA	NA	ENSG00000105810	CDK6	protein_coding	cyclin dependent kinase 6 [Source:HGNC Symbol;Acc:HGNC:1777]	-0.9331022828	-0.7072731126	-0.0813740525	-0.7495706103	-2.271455e-01	 4.696484e-01	 0	3.308564e-02	0.5279719882	
CDK7_HUMAN	P50613	Cyclin-dependent kinase 7 (EC 2.7.11.22) (EC 2.7.11.23) (39 kDa protein kinase) (p39 Mo15) (CDK-activating kinase 1) (Cell division protein kinase 7) (Serine/threonine-protein kinase 1) (TFIIH basal transcription factor complex kinase subunit)	CDK7 CAK CAK1 CDKN7 MO15 STK1	CDK7	FALSE	NA	NA	ENSG00000134058	CDK7	protein_coding	cyclin dependent kinase 7 [Source:HGNC Symbol;Acc:HGNC:1778]	-0.7838926858	-0.4336941033	 0.1258430409	-0.5367312820	-5.589828e-02	 4.523410e-01	 0	1.213143e-01	0.8370913838	
CDKA1_HUMAN	O14519	Cyclin-dependent kinase 2-associated protein 1 (CDK2-associated protein 1) (Deleted in oral cancer 1) (DOC-1) (Putative oral cancer suppressor)	CDK2AP1 CDKAP1 DOC1	CDK2AP1	FALSE	NA	NA	ENSG00000111328	CDK2AP1	protein_coding	cyclin dependent kinase 2 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:14002]	-0.4244924831	 0.9063703603	 0.9980528027	-0.9421179890	-3.545689e-01	 7.679222e-01	 0	9.362964e-02	0.5581950895	
CDN2C_HUMAN	P42773	Cyclin-dependent kinase 4 inhibitor C (Cyclin-dependent kinase 6 inhibitor) (p18-INK4c) (p18-INK6)	CDKN2C CDKN6	CDKN2C	FALSE	NA	NA	ENSG00000123080	CDKN2C	protein_coding	cyclin dependent kinase inhibitor 2C [Source:HGNC Symbol;Acc:HGNC:1789]	-0.3324876049	 0.1590755260	 0.5826719508	-0.6711153978	-3.370865e-01	 1.107104e-01	-1	5.283783e-01	0.1351046457	
CE022_HUMAN	Q49AR2	UPF0489 protein C5orf22	C5orf22	C5orf22	FALSE	NA	NA	ENSG00000082213	C5orf22	protein_coding	chromosome 5 open reading frame 22 [Source:HGNC Symbol;Acc:HGNC:25639]	-0.5512231354	 0.1780957202	 0.7531383119	-0.9165549960	-6.784582e-01	-8.524748e-02	-1	6.466398e-01	0.0310276646	CTR_ns_PAD_neg
CE024_HUMAN	Q7Z6I8	UPF0461 protein C5orf24	C5orf24	C5orf24	FALSE	NA	NA	ENSG00000181904	C5orf24	protein_coding	chromosome 5 open reading frame 24 [Source:HGNC Symbol;Acc:HGNC:26746]	-0.8160556298	 0.2364489586	 0.9256207374	-0.9936682190	-9.033562e-01	-1.038911e-01	-1	7.017731e-01	0.0355382937	CTR_ns_PAD_neg
CE051_HUMAN	A6NDU8	UPF0600 protein C5orf51	C5orf51	C5orf51	FALSE	NA	NA	ENSG00000205765	C5orf51	protein_coding	chromosome 5 open reading frame 51 [Source:HGNC Symbol;Acc:HGNC:27750]	-0.5289559812	 0.2083611572	 0.7664268838	-0.5303836133	 1.490004e-01	 7.118452e-01	 0	5.905884e-01	0.6812019462	
CE128_HUMAN	Q6ZU80	Centrosomal protein of 128 kDa (Cep128)	CEP128 C14orf145 C14orf61	CEP128	FALSE	NA	NA	ENSG00000100629	C14orf145	protein_coding	centrosomal protein 128 [Source:HGNC Symbol;Acc:HGNC:20359]	-0.6940864691	 0.8019903889	 0.9956487422	-0.8511753490	-1.281101e-01	 7.627541e-01	 0	1.980096e-01	0.8088861933	
CE162_HUMAN	Q5TB80	Centrosomal protein of 162 kDa (Cep162) (Protein QN1 homolog)	CEP162 C6orf84 KIAA1009 QN1	CEP162	FALSE	NA	NA	ENSG00000135315	CEP162	protein_coding	centrosomal protein 162 [Source:HGNC Symbol;Acc:HGNC:21107]	-0.9199488835	-0.2000555344	 0.8284308211	-0.9888931950	-8.360737e-01	 1.760659e-01	 0	7.469908e-01	0.0776834994	
CEBOS_HUMAN	A8MTT3	Protein CEBPZOS (CEBPZ antisense RNA 1) (CEBPZ opposite strand)	CEBPZOS CEBPZ-AS1	CEBPZOS	TRUE	NA	NA	ENSG00000218739	CEBPZOS	protein_coding	CEBPZ opposite strand [Source:HGNC Symbol;Acc:HGNC:49288]	-0.4475281709	 0.3081923690	 0.8071158337	-0.8129797839	-3.756269e-01	 3.326796e-01	 0	4.197510e-01	0.2847669341	
CEBPG_HUMAN	P53567	CCAAT/enhancer-binding protein gamma (C/EBP gamma)	CEBPG	CEBPG	FALSE	NA	NA	ENSG00000153879	CEBPG	protein_coding	CCAAT enhancer binding protein gamma [Source:HGNC Symbol;Acc:HGNC:1837]	-0.9176482452	-0.1858388759	 0.8330068546	-0.4138982893	 7.377835e-01	 9.813003e-01	 0	7.647517e-01	0.1546884137	
CEBPZ_HUMAN	Q03701	CCAAT/enhancer-binding protein zeta (CCAAT-box-binding transcription factor) (CBF) (CCAAT-binding factor)	CEBPZ CBF2	CEBPZ	FALSE	NA	NA	ENSG00000115816	CEBPZ	protein_coding	CCAAT enhancer binding protein zeta [Source:HGNC Symbol;Acc:HGNC:24218]	-0.2934504474	 0.2808583631	 0.7062013686	-0.6697689611	-2.397710e-01	 3.106473e-01	 0	3.307180e-01	0.3893897469	
CEFIP_HUMAN	Q711Q0	Cardiac-enriched FHL2-interacting protein	CEFIP C10orf71	CEFIP	FALSE	NA	NA	ENSG00000177354	C10orf71	protein_coding	chromosome 10 open reading frame 71 [Source:HGNC Symbol;Acc:HGNC:26973]	-0.2564973362	 0.1289159800	 0.4789571860	-0.3726420181	-2.108616e-02	 3.357627e-01	 0	5.132440e-01	0.9103552310	
CEGT_HUMAN	Q16739	Ceramide glucosyltransferase (EC 2.4.1.80) (GLCT-1) (Glucosylceramide synthase) (GCS) (UDP-glucose ceramide glucosyltransferase) (UDP-glucose:N-acylsphingosine D-glucosyltransferase)	UGCG	UGCG	FALSE	NA	NA	ENSG00000148154	UGCG	protein_coding	UDP-glucose ceramide glucosyltransferase [Source:HGNC Symbol;Acc:HGNC:12524]	-0.9543637214	-0.4563208626	 0.7129948479	-0.9358199541	-3.071479e-01	 7.888995e-01	 0	4.398399e-01	0.6151662180	
CEIP2_HUMAN	Q9UHN6	Cell surface hyaluronidase (EC 3.2.1.35) (Cell migration-inducing hyaluronidase 2) (Transmembrane protein 2)	CEMIP2 KIAA1412 TMEM2	CEMIP2	FALSE	NA	NA	ENSG00000135048	TMEM2	protein_coding	cell migration inducing hyaluronidase 2 [Source:HGNC Symbol;Acc:HGNC:11869]	-0.9812120990	-0.7366989455	 0.4158651975	-0.9453137525	-3.798457e-01	 7.556621e-01	 0	1.556214e-01	0.5282611177	
CENPE_HUMAN	Q02224	Centromere-associated protein E (Centromere protein E) (CENP-E) (Kinesin-7) (Kinesin-related protein CENPE)	CENPE	CENPE	FALSE	NA	NA	ENSG00000138778	CENPE	protein_coding	centromere protein E [Source:HGNC Symbol;Acc:HGNC:1856]	-0.3788064206	 0.7561823307	 0.9827817221	-0.9939289839	-9.071632e-01	-1.247079e-01	-1	1.391148e-01	0.0334789841	CTR_ns_PAD_neg
CEP85_HUMAN	Q6P2H3	Centrosomal protein of 85 kDa (Cep85) (Coiled-coil domain-containing protein 21)	CEP85 CCDC21	CEP85	FALSE	NA	NA	ENSG00000130695	CEP85	protein_coding	centrosomal protein 85 [Source:HGNC Symbol;Acc:HGNC:25309]	-0.9234711717	-0.2224249090	 0.8209414490	-0.8297653498	 1.959537e-01	 9.192902e-01	 0	7.191526e-01	0.7521099807	
CERT_HUMAN	Q9Y5P4	Ceramide transfer protein (hCERT) (Collagen type IV alpha-3-binding protein) (Goodpasture antigen-binding protein) (GPBP) (START domain-containing protein 11) (StARD11) (StAR-related lipid transfer protein 11)	CERT1 CERT COL4A3BP STARD11	CERT1	FALSE	NA	NA	ENSG00000113163	COL4A3BP	protein_coding	ceramide transporter 1 [Source:HGNC Symbol;Acc:HGNC:2205]	-0.6414278556	-0.2641876593	 0.2159328054	-0.6840197471	-3.463309e-01	 1.136001e-01	 0	2.744144e-01	0.1346914826	
CETP_HUMAN	P11597	Cholesteryl ester transfer protein (Lipid transfer protein I)	CETP	CETP	FALSE	NA	NA	ENSG00000087237	CETP	protein_coding	cholesteryl ester transfer protein [Source:HGNC Symbol;Acc:HGNC:1869]	-0.4898617954	 0.0550172839	 0.5689874493	-0.7757843673	-4.373115e-01	 9.658903e-02	 0	8.518151e-01	0.1030840491	
CF120_HUMAN	Q7Z4R8	UPF0669 protein C6orf120	C6orf120	C6orf120	FALSE	NA	NA	ENSG00000185127	C6orf120	protein_coding	chromosome 6 open reading frame 120 [Source:HGNC Symbol;Acc:HGNC:21247]	-0.3862168966	 0.3216179969	 0.7910561082	-0.6272565155	 3.916593e-03	 6.319844e-01	 0	3.648282e-01	0.9914325836	
CFA20_HUMAN	Q9Y6A4	Cilia- and flagella-associated protein 20 (Basal body up-regulated protein 22) (Transcription factor IIB)	CFAP20 BUG22 C16orf80 GTL3	CFAP20	FALSE	NA	NA	ENSG00000070761	CFAP20	protein_coding	cilia and flagella associated protein 20 [Source:HGNC Symbol;Acc:HGNC:29523]	-0.6662466173	-0.0038112837	 0.6619860143	-0.8957412749	-6.103306e-01	 3.133841e-02	 0	9.922358e-01	0.0609348775	
CG050_HUMAN	Q9BRJ6	Uncharacterized protein C7orf50	C7orf50 FP15621	C7orf50	FALSE	NA	NA	ENSG00000146540	C7orf50	protein_coding	chromosome 7 open reading frame 50 [Source:HGNC Symbol;Acc:HGNC:22421]	-0.4581094464	 0.8986285931	 0.9978833819	-0.9684928181	-5.924938e-01	 6.071555e-01	-1	1.013714e-01	0.2924294761	
