ENSG	ENSG.ver	name	type	description	logFC	P.Value	-log10(P.Val)	adj.P.Val
ENSG00000255152	ENSG00000255152.8	MSH5-SAPCD1	protein_coding	MSH5-SAPCD1 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:41994]	-0.212	0.138	0.859	0.442
ENSG00000185189	ENSG00000185189.17	NRBP2	protein_coding	nuclear receptor binding protein 2 [Source:HGNC Symbol;Acc:HGNC:19339]	-0.128	0.138	0.859	0.442
ENSG00000197121	ENSG00000197121.14	PGAP1	protein_coding	post-GPI attachment to proteins inositol deacylase 1 [Source:HGNC Symbol;Acc:HGNC:25712]	-0.11	0.138	0.859	0.442
ENSG00000010379	ENSG00000010379.15	SLC6A13	protein_coding	solute carrier family 6 member 13 [Source:HGNC Symbol;Acc:HGNC:11046]	-0.24	0.138	0.859	0.442
ENSG00000124743	ENSG00000124743.5	KLHL31	protein_coding	kelch like family member 31 [Source:HGNC Symbol;Acc:HGNC:21353]	-0.108	0.139	0.858	0.442
ENSG00000134020	ENSG00000134020.7	PEBP4	protein_coding	phosphatidylethanolamine binding protein 4 [Source:HGNC Symbol;Acc:HGNC:28319]	-0.156	0.139	0.858	0.442
ENSG00000162695	ENSG00000162695.11	SLC30A7	protein_coding	solute carrier family 30 member 7 [Source:HGNC Symbol;Acc:HGNC:19306]	-0.0605	0.139	0.858	0.442
ENSG00000164308	ENSG00000164308.16	ERAP2	protein_coding	endoplasmic reticulum aminopeptidase 2 [Source:HGNC Symbol;Acc:HGNC:29499]	0.473	0.139	0.858	0.442
ENSG00000197555	ENSG00000197555.9	SIPA1L1	protein_coding	signal induced proliferation associated 1 like 1 [Source:HGNC Symbol;Acc:HGNC:20284]	0.12	0.139	0.858	0.442
ENSG00000171551	ENSG00000171551.11	ECEL1	protein_coding	endothelin converting enzyme like 1 [Source:HGNC Symbol;Acc:HGNC:3147]	0.471	0.139	0.858	0.442
ENSG00000253731	ENSG00000253731.2	PCDHGA6	protein_coding	protocadherin gamma subfamily A, 6 [Source:HGNC Symbol;Acc:HGNC:8704]	-0.137	0.139	0.858	0.442
ENSG00000078596	ENSG00000078596.10	ITM2A	protein_coding	integral membrane protein 2A [Source:HGNC Symbol;Acc:HGNC:6173]	-0.138	0.139	0.858	0.442
ENSG00000213801	ENSG00000213801.4	ZNF321P	transcribed_processed_pseudogene	zinc finger protein 321, pseudogene [Source:HGNC Symbol;Acc:HGNC:13827]	-0.128	0.139	0.858	0.442
ENSG00000245556	ENSG00000245556.2	CTD-2037K23.2	lncRNA	SCAMP1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:50544]	-0.104	0.139	0.858	0.442
ENSG00000105556	ENSG00000105556.11	MIER2	protein_coding	MIER family member 2 [Source:HGNC Symbol;Acc:HGNC:29210]	0.0901	0.139	0.857	0.442
ENSG00000266718	ENSG00000266718.1	RP11-466A19.1	lncRNA	novel transcript, antisense MYO1D	0.173	0.139	0.857	0.442
ENSG00000169230	ENSG00000169230.9	PRELID1	protein_coding	PRELI domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30255]	0.0824	0.139	0.857	0.442
ENSG00000236636	ENSG00000236636.2	RP11-211A18.1	processed_pseudogene	novel pseudogene	0.174	0.139	0.857	0.442
ENSG00000169062	ENSG00000169062.14	UPF3A	protein_coding	UPF3A regulator of nonsense mediated mRNA decay [Source:HGNC Symbol;Acc:HGNC:20332]	-0.0803	0.139	0.857	0.443
ENSG00000158571	ENSG00000158571.10	PFKFB1	protein_coding	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1 [Source:HGNC Symbol;Acc:HGNC:8872]	-0.183	0.139	0.857	0.443
ENSG00000181481	ENSG00000181481.13	RNF135	protein_coding	ring finger protein 135 [Source:HGNC Symbol;Acc:HGNC:21158]	-0.103	0.139	0.857	0.443
ENSG00000197748	ENSG00000197748.12	CFAP43	protein_coding	cilia and flagella associated protein 43 [Source:HGNC Symbol;Acc:HGNC:26684]	-0.263	0.139	0.857	0.443
ENSG00000204396	ENSG00000204396.10	VWA7	protein_coding	von Willebrand factor A domain containing 7 [Source:HGNC Symbol;Acc:HGNC:13939]	0.156	0.139	0.857	0.443
ENSG00000160256	ENSG00000160256.12	FAM207A	protein_coding	family with sequence similarity 207 member A [Source:HGNC Symbol;Acc:HGNC:15811]	0.102	0.139	0.857	0.443
ENSG00000004799	ENSG00000004799.7	PDK4	protein_coding	pyruvate dehydrogenase kinase 4 [Source:HGNC Symbol;Acc:HGNC:8812]	-0.534	0.139	0.857	0.443
ENSG00000267699	ENSG00000267699.2	RP11-729L2.2	protein_coding	novel protein	0.266	0.139	0.857	0.443
ENSG00000178631	ENSG00000178631.7	ACTG1P1	processed_pseudogene	actin gamma 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:146]	-0.124	0.139	0.856	0.443
ENSG00000049759	ENSG00000049759.17	NEDD4L	protein_coding	NEDD4 like E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:7728]	-0.128	0.139	0.856	0.443
ENSG00000125912	ENSG00000125912.10	NCLN	protein_coding	nicalin [Source:HGNC Symbol;Acc:HGNC:26923]	0.0812	0.139	0.856	0.443
ENSG00000136840	ENSG00000136840.18	ST6GALNAC4	protein_coding	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:17846]	0.135	0.139	0.856	0.443
ENSG00000284052	ENSG00000284052.1	RP11-284E5.1	lncRNA	novel transcript	-0.132	0.139	0.856	0.443
ENSG00000185624	ENSG00000185624.14	P4HB	protein_coding	prolyl 4-hydroxylase subunit beta [Source:HGNC Symbol;Acc:HGNC:8548]	0.0609	0.139	0.856	0.443
ENSG00000224892	ENSG00000224892.6	RP11-550E22.4	transcribed_processed_pseudogene	ribosomal protein S4X pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:36365]	-0.144	0.139	0.856	0.443
ENSG00000249437	ENSG00000249437.7	NAIP	protein_coding	NLR family apoptosis inhibitory protein [Source:HGNC Symbol;Acc:HGNC:7634]	-0.199	0.139	0.856	0.443
ENSG00000163795	ENSG00000163795.13	ZNF513	protein_coding	zinc finger protein 513 [Source:HGNC Symbol;Acc:HGNC:26498]	0.083	0.139	0.856	0.443
ENSG00000146521	ENSG00000146521.9	C6orf123	lncRNA	long intergenic non-protein coding RNA 1558 [Source:HGNC Symbol;Acc:HGNC:21235]	-0.259	0.139	0.856	0.443
ENSG00000151247	ENSG00000151247.12	EIF4E	protein_coding	eukaryotic translation initiation factor 4E [Source:HGNC Symbol;Acc:HGNC:3287]	0.0563	0.139	0.856	0.443
ENSG00000072518	ENSG00000072518.20	MARK2	protein_coding	microtubule affinity regulating kinase 2 [Source:HGNC Symbol;Acc:HGNC:3332]	0.0703	0.139	0.856	0.443
ENSG00000259969	ENSG00000259969.1	RP11-999E24.3	lncRNA	novel transcript, overlapping C14orf37	-0.28	0.14	0.855	0.443
ENSG00000141965	ENSG00000141965.4	FEM1A	protein_coding	fem-1 homolog A [Source:HGNC Symbol;Acc:HGNC:16934]	-0.0844	0.14	0.855	0.443
ENSG00000259972	ENSG00000259972.2	AC009120.6	lncRNA	novel transcript, antisense to PSMD7	-0.167	0.14	0.855	0.443
ENSG00000229807	ENSG00000229807.10	XIST	lncRNA	X inactive specific transcript [Source:HGNC Symbol;Acc:HGNC:12810]	-0.217	0.14	0.855	0.443
ENSG00000278972	ENSG00000278972.1	CTD-3022L24.1	TEC	TEC	-0.315	0.14	0.855	0.443
ENSG00000117472	ENSG00000117472.9	TSPAN1	protein_coding	tetraspanin 1 [Source:HGNC Symbol;Acc:HGNC:20657]	0.229	0.14	0.855	0.443
ENSG00000249637	ENSG00000249637.1	CTC-329D1.2	lncRNA	novel transcript	0.208	0.14	0.855	0.443
ENSG00000119640	ENSG00000119640.8	ACYP1	protein_coding	acylphosphatase 1 [Source:HGNC Symbol;Acc:HGNC:179]	-0.0892	0.14	0.855	0.443
ENSG00000081923	ENSG00000081923.12	ATP8B1	protein_coding	ATPase phospholipid transporting 8B1 [Source:HGNC Symbol;Acc:HGNC:3706]	-0.147	0.14	0.855	0.443
ENSG00000258733	ENSG00000258733.5	CTD-2341M24.1	lncRNA	long intergenic non-protein coding RNA 2328 [Source:HGNC Symbol;Acc:HGNC:53248]	-0.263	0.14	0.855	0.443
ENSG00000257727	ENSG00000257727.5	CNPY2	protein_coding	canopy FGF signaling regulator 2 [Source:HGNC Symbol;Acc:HGNC:13529]	-0.0538	0.14	0.854	0.444
ENSG00000168014	ENSG00000168014.16	C2CD3	protein_coding	C2 domain containing 3 centriole elongation regulator [Source:HGNC Symbol;Acc:HGNC:24564]	-0.0705	0.14	0.854	0.444
ENSG00000034713	ENSG00000034713.7	GABARAPL2	protein_coding	GABA type A receptor associated protein like 2 [Source:HGNC Symbol;Acc:HGNC:13291]	0.057	0.14	0.854	0.444
ENSG00000254612	ENSG00000254612.2	RP11-676M6.1	processed_pseudogene	DNAJB6 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54754]	0.152	0.14	0.854	0.444
ENSG00000277494	ENSG00000277494.1	GPIHBP1	protein_coding	glycosylphosphatidylinositol anchored high density lipoprotein binding protein 1 [Source:HGNC Symbol;Acc:HGNC:24945]	-0.169	0.14	0.854	0.444
ENSG00000109381	ENSG00000109381.19	ELF2	protein_coding	E74 like ETS transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:3317]	-0.0572	0.14	0.854	0.444
ENSG00000119699	ENSG00000119699.7	TGFB3	protein_coding	transforming growth factor beta 3 [Source:HGNC Symbol;Acc:HGNC:11769]	0.167	0.14	0.854	0.444
ENSG00000156471	ENSG00000156471.12	PTDSS1	protein_coding	phosphatidylserine synthase 1 [Source:HGNC Symbol;Acc:HGNC:9587]	0.0809	0.14	0.853	0.444
ENSG00000278878	ENSG00000278878.1	CH507-145C22.3	lncRNA	novel transcript	0.473	0.14	0.853	0.444
ENSG00000127954	ENSG00000127954.12	STEAP4	protein_coding	STEAP4 metalloreductase [Source:HGNC Symbol;Acc:HGNC:21923]	-0.119	0.14	0.853	0.444
ENSG00000267216	ENSG00000267216.1	AC010642.1	lncRNA	ZNF8-ERVK3-1 readthrough [Source:NCBI gene (formerly Entrezgene);Acc:108903150]	-0.17	0.14	0.853	0.444
ENSG00000212128	ENSG00000212128.2	TAS2R13	protein_coding	taste 2 receptor member 13 [Source:HGNC Symbol;Acc:HGNC:14919]	0.163	0.14	0.853	0.444
ENSG00000268173	ENSG00000268173.3	AC007192.4	protein_coding	novel protein, readthrough between PIK3R2 and IFI30	0.965	0.14	0.853	0.444
ENSG00000172009	ENSG00000172009.14	THOP1	protein_coding	thimet oligopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:11793]	0.0854	0.14	0.853	0.444
ENSG00000207313	ENSG00000207313.1	SNORA2B	snoRNA	small nucleolar RNA, H/ACA box 2B [Source:HGNC Symbol;Acc:HGNC:32585]	0.228	0.14	0.853	0.444
ENSG00000152092	ENSG00000152092.15	ASTN1	protein_coding	astrotactin 1 [Source:HGNC Symbol;Acc:HGNC:773]	-0.397	0.14	0.853	0.444
ENSG00000141959	ENSG00000141959.16	PFKL	protein_coding	phosphofructokinase, liver type [Source:HGNC Symbol;Acc:HGNC:8876]	-0.145	0.14	0.853	0.444
ENSG00000011405	ENSG00000011405.13	PIK3C2A	protein_coding	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha [Source:HGNC Symbol;Acc:HGNC:8971]	-0.0748	0.14	0.852	0.444
ENSG00000182208	ENSG00000182208.13	MOB2	protein_coding	MOB kinase activator 2 [Source:HGNC Symbol;Acc:HGNC:24904]	0.043	0.14	0.852	0.444
ENSG00000165029	ENSG00000165029.15	ABCA1	protein_coding	ATP binding cassette subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:29]	0.195	0.14	0.852	0.444
ENSG00000272711	ENSG00000272711.1	RP11-259N19.1	lncRNA	HK2 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55204]	-0.475	0.14	0.852	0.444
ENSG00000240747	ENSG00000240747.7	KRBOX1	protein_coding	KRAB box domain containing 1 [Source:HGNC Symbol;Acc:HGNC:38708]	-0.258	0.141	0.852	0.444
ENSG00000170006	ENSG00000170006.11	TMEM154	protein_coding	transmembrane protein 154 [Source:HGNC Symbol;Acc:HGNC:26489]	0.175	0.141	0.852	0.444
ENSG00000062725	ENSG00000062725.9	APPBP2	protein_coding	amyloid beta precursor protein binding protein 2 [Source:HGNC Symbol;Acc:HGNC:622]	-0.0442	0.141	0.852	0.445
ENSG00000227541	ENSG00000227541.1	SFR1P1	processed_pseudogene	SFR1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:51531]	-0.223	0.141	0.852	0.445
ENSG00000019169	ENSG00000019169.10	MARCO	protein_coding	macrophage receptor with collagenous structure [Source:HGNC Symbol;Acc:HGNC:6895]	-0.317	0.141	0.852	0.445
ENSG00000234160	ENSG00000234160.1	RP11-613M10.6	lncRNA	novel transcript	0.203	0.141	0.851	0.445
ENSG00000131981	ENSG00000131981.15	LGALS3	protein_coding	galectin 3 [Source:HGNC Symbol;Acc:HGNC:6563]	-0.125	0.141	0.851	0.445
ENSG00000230479	ENSG00000230479.1	AP000695.6	lncRNA	novel transcript	0.234	0.141	0.851	0.445
ENSG00000269955	ENSG00000269955.2	C7orf55-LUC7L2	protein_coding	FMC1-LUC7L2 readthrough [Source:HGNC Symbol;Acc:HGNC:44671]	-0.0807	0.141	0.851	0.445
ENSG00000284946	ENSG00000284946.1	AC068831.18	protein_coding	novel protein	-0.157	0.141	0.851	0.445
ENSG00000125744	ENSG00000125744.11	RTN2	protein_coding	reticulon 2 [Source:HGNC Symbol;Acc:HGNC:10468]	0.11	0.141	0.851	0.445
ENSG00000066044	ENSG00000066044.14	ELAVL1	protein_coding	ELAV like RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:3312]	0.0396	0.141	0.851	0.445
ENSG00000164187	ENSG00000164187.6	LMBRD2	protein_coding	LMBR1 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25287]	-0.0588	0.141	0.851	0.445
ENSG00000107929	ENSG00000107929.14	LARP4B	protein_coding	La ribonucleoprotein 4B [Source:HGNC Symbol;Acc:HGNC:28987]	-0.0596	0.141	0.851	0.445
ENSG00000272692	ENSG00000272692.1	RP11-399K21.14	lncRNA	novel transcript	-0.279	0.141	0.851	0.445
ENSG00000133313	ENSG00000133313.14	CNDP2	protein_coding	carnosine dipeptidase 2 [Source:HGNC Symbol;Acc:HGNC:24437]	0.0783	0.141	0.851	0.445
ENSG00000095739	ENSG00000095739.10	BAMBI	protein_coding	BMP and activin membrane bound inhibitor [Source:HGNC Symbol;Acc:HGNC:30251]	0.171	0.141	0.851	0.445
ENSG00000204758	ENSG00000204758.7	CTC-308K20.1	lncRNA	novel transcript, antisense to RPL26L1	0.277	0.141	0.85	0.445
ENSG00000116005	ENSG00000116005.11	PCYOX1	protein_coding	prenylcysteine oxidase 1 [Source:HGNC Symbol;Acc:HGNC:20588]	-0.0927	0.141	0.85	0.446
ENSG00000110906	ENSG00000110906.12	KCTD10	protein_coding	potassium channel tetramerization domain containing 10 [Source:HGNC Symbol;Acc:HGNC:23236]	-0.0948	0.142	0.849	0.446
ENSG00000173320	ENSG00000173320.11	STOX2	protein_coding	storkhead box 2 [Source:HGNC Symbol;Acc:HGNC:25450]	0.102	0.142	0.849	0.446
ENSG00000275409	ENSG00000275409.1	RP11-131L12.4	lncRNA	novel transcript	0.215	0.142	0.849	0.446
ENSG00000120509	ENSG00000120509.10	PDZD11	protein_coding	PDZ domain containing 11 [Source:HGNC Symbol;Acc:HGNC:28034]	0.0786	0.142	0.849	0.446
ENSG00000005812	ENSG00000005812.10	FBXL3	protein_coding	F-box and leucine rich repeat protein 3 [Source:HGNC Symbol;Acc:HGNC:13599]	-0.0532	0.142	0.849	0.446
ENSG00000224083	ENSG00000224083.1	RP11-39K24.4	unprocessed_pseudogene	MT-CO1 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:52013]	-0.221	0.142	0.849	0.446
ENSG00000269982	ENSG00000269982.1	RP11-1020A11.2	lncRNA	novel transcript, antisense to TMEM111	-0.19	0.142	0.849	0.446
ENSG00000179152	ENSG00000179152.19	TCAIM	protein_coding	T cell activation inhibitor, mitochondrial [Source:HGNC Symbol;Acc:HGNC:25241]	-0.0596	0.142	0.849	0.446
ENSG00000162687	ENSG00000162687.16	KCNT2	protein_coding	potassium sodium-activated channel subfamily T member 2 [Source:HGNC Symbol;Acc:HGNC:18866]	-0.203	0.142	0.848	0.446
ENSG00000169231	ENSG00000169231.13	THBS3	protein_coding	thrombospondin 3 [Source:HGNC Symbol;Acc:HGNC:11787]	-0.126	0.142	0.848	0.446
ENSG00000177757	ENSG00000177757.2	FAM87B	lncRNA	family with sequence similarity 87 member B [Source:HGNC Symbol;Acc:HGNC:32236]	-0.25	0.142	0.848	0.446
ENSG00000108406	ENSG00000108406.9	DHX40	protein_coding	DEAH-box helicase 40 [Source:HGNC Symbol;Acc:HGNC:18018]	0.0581	0.142	0.848	0.446
ENSG00000184863	ENSG00000184863.10	RBM33	protein_coding	RNA binding motif protein 33 [Source:HGNC Symbol;Acc:HGNC:27223]	-0.0819	0.142	0.848	0.447
ENSG00000240591	ENSG00000240591.1	RP11-247I13.11	lncRNA	novel transcript	-0.179	0.142	0.848	0.447
ENSG00000123358	ENSG00000123358.19	NR4A1	protein_coding	nuclear receptor subfamily 4 group A member 1 [Source:HGNC Symbol;Acc:HGNC:7980]	0.296	0.142	0.848	0.447
ENSG00000236296	ENSG00000236296.8	AC139713.1	transcribed_processed_pseudogene	GUSB pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:42319]	-0.214	0.142	0.848	0.447
ENSG00000137818	ENSG00000137818.11	RPLP1	protein_coding	ribosomal protein lateral stalk subunit P1 [Source:HGNC Symbol;Acc:HGNC:10372]	0.083	0.142	0.848	0.447
ENSG00000164548	ENSG00000164548.10	TRA2A	protein_coding	transformer 2 alpha homolog [Source:HGNC Symbol;Acc:HGNC:16645]	-0.0765	0.142	0.848	0.447
ENSG00000196811	ENSG00000196811.11	CHRNG	protein_coding	cholinergic receptor nicotinic gamma subunit [Source:HGNC Symbol;Acc:HGNC:1967]	-0.505	0.142	0.848	0.447
ENSG00000260799	ENSG00000260799.1	RP11-90M11.1	processed_pseudogene	keratin 8 pseudogene 50 [Source:HGNC Symbol;Acc:HGNC:48346]	-0.153	0.142	0.847	0.447
ENSG00000157578	ENSG00000157578.13	LCA5L	protein_coding	lebercilin LCA5 like [Source:HGNC Symbol;Acc:HGNC:1255]	0.147	0.142	0.847	0.447
ENSG00000168439	ENSG00000168439.16	STIP1	protein_coding	stress induced phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:11387]	0.0664	0.142	0.847	0.447
ENSG00000235651	ENSG00000235651.1	AC064850.4	processed_pseudogene	G3BP1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54590]	-0.175	0.142	0.847	0.447
ENSG00000055332	ENSG00000055332.16	EIF2AK2	protein_coding	eukaryotic translation initiation factor 2 alpha kinase 2 [Source:HGNC Symbol;Acc:HGNC:9437]	-0.0581	0.142	0.847	0.447
ENSG00000082805	ENSG00000082805.19	ERC1	protein_coding	ELKS/RAB6-interacting/CAST family member 1 [Source:HGNC Symbol;Acc:HGNC:17072]	-0.0625	0.142	0.847	0.447
ENSG00000240356	ENSG00000240356.6	RP11-395L14.11	transcribed_processed_pseudogene	ribosomal protein L23a pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:17336]	-0.252	0.142	0.847	0.447
ENSG00000149179	ENSG00000149179.13	C11orf49	protein_coding	chromosome 11 open reading frame 49 [Source:HGNC Symbol;Acc:HGNC:28720]	0.0699	0.142	0.847	0.447
ENSG00000104529	ENSG00000104529.17	EEF1D	protein_coding	eukaryotic translation elongation factor 1 delta [Source:HGNC Symbol;Acc:HGNC:3211]	0.0743	0.142	0.847	0.447
ENSG00000250017	ENSG00000250017.1	RP11-484L7.2	processed_pseudogene	tigger transposable element derived 1 (TIGD1) pseudogene	0.648	0.142	0.847	0.447
ENSG00000213380	ENSG00000213380.14	COG8	protein_coding	component of oligomeric golgi complex 8 [Source:HGNC Symbol;Acc:HGNC:18623]	0.0514	0.142	0.847	0.447
ENSG00000200913	ENSG00000200913.1	SNORD46	snoRNA	small nucleolar RNA, C/D box 46 [Source:HGNC Symbol;Acc:HGNC:10186]	-0.269	0.142	0.847	0.447
ENSG00000227403	ENSG00000227403.1	AC009299.3	lncRNA	long intergenic non-protein coding RNA 1806 [Source:HGNC Symbol;Acc:HGNC:52599]	0.24	0.142	0.847	0.447
ENSG00000185475	ENSG00000185475.10	TMEM179B	protein_coding	transmembrane protein 179B [Source:HGNC Symbol;Acc:HGNC:33744]	0.0543	0.142	0.846	0.447
ENSG00000154001	ENSG00000154001.13	PPP2R5E	protein_coding	protein phosphatase 2 regulatory subunit B'epsilon [Source:HGNC Symbol;Acc:HGNC:9313]	-0.0641	0.142	0.846	0.447
ENSG00000158008	ENSG00000158008.9	EXTL1	protein_coding	exostosin like glycosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:3515]	0.362	0.143	0.846	0.447
ENSG00000280061	ENSG00000280061.1	CTD-2001J20.1	TEC	TEC	0.291	0.143	0.846	0.447
ENSG00000101391	ENSG00000101391.20	CDK5RAP1	protein_coding	CDK5 regulatory subunit associated protein 1 [Source:HGNC Symbol;Acc:HGNC:15880]	0.0521	0.143	0.846	0.447
ENSG00000127152	ENSG00000127152.17	BCL11B	protein_coding	BAF chromatin remodeling complex subunit BCL11B [Source:HGNC Symbol;Acc:HGNC:13222]	0.258	0.143	0.846	0.447
ENSG00000142166	ENSG00000142166.12	IFNAR1	protein_coding	interferon alpha and beta receptor subunit 1 [Source:HGNC Symbol;Acc:HGNC:5432]	-0.0498	0.143	0.846	0.447
ENSG00000259953	ENSG00000259953.1	RP11-4O1.2	lncRNA	novel transcript, overlapping SUSD1	-0.165	0.143	0.846	0.447
ENSG00000269374	ENSG00000269374.1	CTB-50E14.5	processed_pseudogene	zinc finger, AN1-type domain 5 (ZFAND5) pseudogene	-0.238	0.143	0.846	0.447
ENSG00000198431	ENSG00000198431.15	TXNRD1	protein_coding	thioredoxin reductase 1 [Source:HGNC Symbol;Acc:HGNC:12437]	0.0622	0.143	0.846	0.447
ENSG00000184056	ENSG00000184056.14	VPS33B	protein_coding	VPS33B late endosome and lysosome associated [Source:HGNC Symbol;Acc:HGNC:12712]	0.0663	0.143	0.846	0.447
ENSG00000101361	ENSG00000101361.16	NOP56	protein_coding	NOP56 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:15911]	0.0525	0.143	0.845	0.447
ENSG00000227888	ENSG00000227888.4	FAM66A	lncRNA	family with sequence similarity 66 member A [Source:HGNC Symbol;Acc:HGNC:30444]	0.558	0.143	0.845	0.447
ENSG00000130997	ENSG00000130997.16	POLN	protein_coding	DNA polymerase nu [Source:HGNC Symbol;Acc:HGNC:18870]	-0.116	0.143	0.845	0.447
ENSG00000198870	ENSG00000198870.7	STKLD1	protein_coding	serine/threonine kinase like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28669]	0.158	0.143	0.845	0.447
ENSG00000162444	ENSG00000162444.11	RBP7	protein_coding	retinol binding protein 7 [Source:HGNC Symbol;Acc:HGNC:30316]	-0.205	0.143	0.845	0.447
ENSG00000184845	ENSG00000184845.3	DRD1	protein_coding	dopamine receptor D1 [Source:HGNC Symbol;Acc:HGNC:3020]	-0.294	0.143	0.845	0.447
ENSG00000261617	ENSG00000261617.1	RP11-243A14.1	lncRNA	long intergenic non-protein coding RNA 2177 [Source:HGNC Symbol;Acc:HGNC:53039]	0.286	0.143	0.845	0.448
ENSG00000178229	ENSG00000178229.7	ZNF543	protein_coding	zinc finger protein 543 [Source:HGNC Symbol;Acc:HGNC:25281]	-0.0559	0.143	0.845	0.448
ENSG00000260721	ENSG00000260721.1	AF067845.1	lncRNA	novel transcript	0.498	0.143	0.844	0.448
ENSG00000135932	ENSG00000135932.10	CAB39	protein_coding	calcium binding protein 39 [Source:HGNC Symbol;Acc:HGNC:20292]	0.0908	0.143	0.844	0.448
ENSG00000180992	ENSG00000180992.6	MRPL14	protein_coding	mitochondrial ribosomal protein L14 [Source:HGNC Symbol;Acc:HGNC:14279]	0.0866	0.143	0.844	0.448
ENSG00000198538	ENSG00000198538.10	ZNF28	protein_coding	zinc finger protein 28 [Source:HGNC Symbol;Acc:HGNC:13073]	-0.121	0.143	0.844	0.448
ENSG00000140995	ENSG00000140995.16	DEF8	protein_coding	differentially expressed in FDCP 8 homolog [Source:HGNC Symbol;Acc:HGNC:25969]	0.0695	0.143	0.844	0.448
ENSG00000006534	ENSG00000006534.15	ALDH3B1	protein_coding	aldehyde dehydrogenase 3 family member B1 [Source:HGNC Symbol;Acc:HGNC:410]	-0.145	0.143	0.843	0.449
ENSG00000189091	ENSG00000189091.12	SF3B3	protein_coding	splicing factor 3b subunit 3 [Source:HGNC Symbol;Acc:HGNC:10770]	-0.0466	0.144	0.843	0.449
ENSG00000136813	ENSG00000136813.14	KIAA0368	protein_coding	Ecm29 proteasome adaptor and scaffold [Source:HGNC Symbol;Acc:HGNC:29020]	0.0562	0.144	0.843	0.449
ENSG00000250138	ENSG00000250138.4	RP11-848G14.5	unprocessed_pseudogene	POM121 membrane glycoprotein-like 1 (POM121L1) pseudogene	0.291	0.144	0.843	0.449
ENSG00000122873	ENSG00000122873.11	CISD1	protein_coding	CDGSH iron sulfur domain 1 [Source:HGNC Symbol;Acc:HGNC:30880]	-0.12	0.144	0.843	0.449
ENSG00000110075	ENSG00000110075.14	PPP6R3	protein_coding	protein phosphatase 6 regulatory subunit 3 [Source:HGNC Symbol;Acc:HGNC:1173]	-0.0392	0.144	0.843	0.449
ENSG00000233461	ENSG00000233461.5	RP11-295G20.2	lncRNA	novel transcript	0.194	0.144	0.842	0.449
ENSG00000145217	ENSG00000145217.13	SLC26A1	protein_coding	solute carrier family 26 member 1 [Source:HGNC Symbol;Acc:HGNC:10993]	-0.22	0.144	0.842	0.449
